timestamp,posture,decibel_level,ambient_light
2025/10/13 21:35:11,lying,46,687
2025/10/13 21:35:21,lying,55,688
2025/10/13 21:35:31,lying,45,683
2025/10/13 21:35:41,lying,57,686
2025/10/13 21:35:51,lying,45,678
2025/10/13 21:36:02,lying,46,689
2025/10/13 21:36:12,lying,57,687
2025/10/13 21:36:22,lying,43,686
2025/10/13 21:36:32,lying,49,684
2025/10/13 21:36:42,lying,55,687
2025/10/13 21:36:52,lying,54,685
2025/10/13 21:37:02,lying,51,684
2025/10/13 21:37:12,lying,46,685
2025/10/13 21:37:22,lying,56,687
2025/10/13 21:37:32,lying,42,683
2025/10/13 21:37:42,lying,45,686
2025/10/13 21:37:52,lying,49,688
2025/10/13 21:38:02,lying,42,682
2025/10/13 21:38:12,lying,58,687
2025/10/13 21:38:22,lying,43,656
2025/10/13 21:38:32,lying,56,683
2025/10/13 21:38:42,lying,50,688
2025/10/13 21:38:52,lying,58,689
2025/10/13 21:39:02,lying,53,685
2025/10/13 21:39:12,lying,42,684
2025/10/13 21:39:22,lying,44,683
2025/10/13 21:39:32,lying,56,685
2025/10/13 21:39:42,lying,56,687
2025/10/13 21:39:52,lying,50,675
2025/10/13 21:40:02,lying,43,684
2025/10/13 21:40:12,lying,47,686
2025/10/13 21:40:22,lying,53,684
2025/10/13 21:40:32,lying,48,683
2025/10/13 21:40:42,lying,48,685
2025/10/13 21:40:52,lying,55,686
2025/10/13 21:41:02,lying,45,685
2025/10/13 21:41:12,lying,60,687
2025/10/13 21:41:22,lying,41,688
2025/10/13 21:41:32,lying,56,686
2025/10/13 21:41:42,lying,56,683
2025/10/13 21:41:52,lying,41,685
2025/10/13 21:42:02,lying,40,686
2025/10/13 21:42:12,lying,57,688
2025/10/13 21:42:22,lying,52,682
2025/10/13 21:42:32,lying,60,682
2025/10/13 21:42:42,lying,40,688
2025/10/13 21:42:52,lying,58,685
2025/10/13 21:43:02,lying,58,684
2025/10/13 21:43:12,lying,44,686
2025/10/13 21:43:22,lying,45,682
2025/10/13 21:43:32,lying,58,689
2025/10/13 21:43:42,lying,42,680
2025/10/13 21:43:52,lying,44,683
2025/10/13 21:44:02,lying,51,685
2025/10/13 21:44:12,lying,58,656
2025/10/13 21:44:22,lying,55,687
2025/10/13 21:44:32,lying,44,635
2025/10/13 21:44:42,lying,42,686
2025/10/13 21:44:52,lying,50,683
2025/10/13 21:45:02,lying,58,682
2025/10/13 21:45:12,lying,57,686
2025/10/13 21:45:22,lying,48,687
2025/10/13 21:45:32,lying,45,687
2025/10/13 21:45:42,lying,43,657
2025/10/13 21:45:52,lying,52,685
2025/10/13 21:46:02,lying,52,688
2025/10/13 21:46:12,lying,58,684
2025/10/13 21:46:22,lying,40,683
2025/10/13 21:46:32,lying,40,685
2025/10/13 21:46:42,lying,46,686
2025/10/13 21:46:52,lying,40,687
2025/10/13 21:47:02,lying,52,688
2025/10/13 21:47:12,unknown,57,689
2025/10/13 21:47:22,unknown,55,684
2025/10/13 21:47:32,unknown,54,687
2025/10/13 21:47:42,lying,54,683
2025/10/13 21:47:52,lying,57,654
2025/10/13 21:48:02,lying,59,683
2025/10/13 21:48:12,lying,58,686
2025/10/13 21:48:22,lying,44,684
2025/10/13 21:48:32,lying,41,688
2025/10/13 21:48:42,lying,41,689
2025/10/13 21:48:52,lying,57,680
2025/10/13 21:49:02,lying,56,682
2025/10/13 21:49:12,lying,54,645
2025/10/13 21:49:22,lying,44,684
2025/10/13 21:49:32,lying,60,684
2025/10/13 21:49:42,lying,42,685
2025/10/13 21:49:52,lying,55,686
2025/10/13 21:50:02,lying,47,686
2025/10/13 21:50:12,unknown,48,687
2025/10/13 21:50:22,lying,54,683
2025/10/13 21:50:32,lying,58,675
2025/10/13 21:50:42,lying,40,683
2025/10/13 21:50:52,lying,57,686
2025/10/13 21:51:02,lying,51,685
2025/10/13 21:51:12,lying,56,682
2025/10/13 21:51:22,lying,59,685
2025/10/13 21:51:32,lying,42,689
2025/10/13 21:51:42,lying,54,687
2025/10/13 21:51:52,lying,49,683
2025/10/13 21:52:02,lying,59,686
2025/10/13 21:52:12,lying,40,643
2025/10/13 21:52:22,lying,43,687
2025/10/13 21:52:32,unknown,41,686
2025/10/13 21:52:42,lying,49,685
2025/10/13 21:52:52,lying,47,683
2025/10/13 21:53:02,lying,42,687
2025/10/13 21:53:12,lying,50,684
2025/10/13 21:53:22,lying,56,686
2025/10/13 21:53:32,lying,40,684
2025/10/13 21:53:42,lying,44,685
2025/10/13 21:53:52,lying,60,687
2025/10/13 21:54:02,lying,43,688
2025/10/13 21:54:12,lying,57,683
2025/10/13 21:54:22,lying,55,686
2025/10/13 21:54:32,lying,40,678
2025/10/13 21:54:42,lying,59,689
2025/10/13 21:54:52,lying,54,687
2025/10/13 21:55:02,unknown,55,686
2025/10/13 21:55:12,lying,50,684
2025/10/13 21:55:22,lying,48,687
2025/10/13 21:55:32,lying,52,685
2025/10/13 21:55:42,lying,45,684
2025/10/13 21:55:52,lying,49,685
2025/10/13 21:56:02,lying,60,687
2025/10/13 21:56:12,lying,41,683
2025/10/13 21:56:22,lying,43,686
2025/10/13 21:56:32,lying,45,688
2025/10/13 21:56:42,lying,48,682
2025/10/13 21:56:52,lying,47,687
2025/10/13 21:57:02,lying,46,656
2025/10/13 21:57:12,lying,56,683
2025/10/13 21:57:22,lying,52,688
2025/10/13 21:57:32,lying,51,689
2025/10/13 21:57:42,lying,51,685
2025/10/13 21:57:52,lying,46,684
2025/10/13 21:58:02,lying,45,683
2025/10/13 21:58:12,lying,51,685
2025/10/13 21:58:22,lying,58,687
2025/10/13 21:58:32,lying,43,675
2025/10/13 21:58:42,lying,42,682
2025/10/13 21:58:52,lying,60,686
2025/10/13 21:59:02,lying,48,683
2025/10/13 21:59:12,lying,51,687
2025/10/13 21:59:22,lying,54,682
2025/10/13 21:59:32,lying,50,679
2025/10/13 21:59:42,lying,55,665
2025/10/13 21:59:52,lying,52,686
2025/10/13 22:00:02,unknown,57,686
2025/10/13 22:00:12,unknown,60,686
2025/10/13 22:00:22,unknown,50,682
2025/10/13 22:00:32,lying,44,684
2025/10/13 22:00:42,lying,52,683
2025/10/13 22:00:52,lying,49,681
2025/10/13 22:01:02,lying,41,686
2025/10/13 22:01:12,lying,56,679
2025/10/13 22:01:22,lying,59,665
2025/10/13 22:01:32,lying,49,686
2025/10/13 22:01:42,lying,59,690
2025/10/13 22:01:52,lying,46,681
2025/10/13 22:02:02,lying,60,682
2025/10/13 22:02:12,lying,59,689
2025/10/13 22:02:22,lying,56,685
2025/10/13 22:02:32,lying,48,684
2025/10/13 22:02:42,lying,44,688
2025/10/13 22:02:52,lying,50,684
2025/10/13 22:03:02,lying,55,690
2025/10/13 22:03:12,lying,45,689
2025/10/13 22:03:22,lying,47,686
2025/10/13 22:03:32,lying,60,687
2025/10/13 22:03:42,lying,59,685
2025/10/13 22:03:52,lying,40,682
2025/10/13 22:04:02,lying,45,684
2025/10/13 22:04:12,lying,58,687
2025/10/13 22:04:22,lying,47,689
2025/10/13 22:04:32,lying,50,683
2025/10/13 22:04:42,lying,56,686
2025/10/13 22:04:52,lying,59,684
2025/10/13 22:05:02,lying,43,680
2025/10/13 22:05:12,lying,53,682
2025/10/13 22:05:22,lying,43,688
2025/10/13 22:05:32,sitting,59,685
2025/10/13 22:05:42,sitting,50,686
2025/10/13 22:05:52,standing,59,684
2025/10/13 22:06:02,sitting,46,684
2025/10/13 22:06:12,sitting,45,688
2025/10/13 22:06:22,sitting,47,686
2025/10/13 22:06:32,standing,45,687
2025/10/13 22:06:42,standing,51,685
2025/10/13 22:06:52,standing,50,690
2025/10/13 22:07:02,standing,60,686
2025/10/13 22:07:12,standing,52,689
2025/10/13 22:07:22,standing,48,686
2025/10/13 22:07:32,standing,51,690
2025/10/13 22:07:42,unknown,44,685
2025/10/13 22:07:52,standing,44,691
2025/10/13 22:08:02,unknown,52,689
2025/10/13 22:08:12,standing,51,683
2025/10/13 22:08:22,unknown,60,685
2025/10/13 22:08:32,standing,47,685
2025/10/13 22:08:42,standing,51,685
2025/10/13 22:08:52,standing,49,683
2025/10/13 22:09:02,standing,55,685
2025/10/13 22:09:12,standing,48,684
2025/10/13 22:09:22,standing,41,689
2025/10/13 22:09:32,unknown,47,687
2025/10/13 22:09:42,standing,49,688
2025/10/13 22:09:52,unknown,46,690
2025/10/13 22:10:02,standing,52,687
2025/10/13 22:10:12,standing,54,688
2025/10/13 22:10:22,standing,49,686
2025/10/13 22:10:32,standing,55,690
2025/10/13 22:10:42,standing,58,685
2025/10/13 22:10:52,standing,52,686
2025/10/13 22:11:02,unknown,48,684
2025/10/13 22:11:12,standing,49,682
2025/10/13 22:11:22,unknown,53,690
2025/10/13 22:11:32,standing,59,690
2025/10/13 22:11:42,unknown,57,684
2025/10/13 22:11:52,standing,54,686
2025/10/13 22:12:02,standing,52,683
2025/10/13 22:12:12,standing,43,690
2025/10/13 22:12:22,standing,50,680
2025/10/13 22:12:32,standing,56,687
2025/10/13 22:12:42,standing,49,683
2025/10/13 22:12:52,standing,49,684
2025/10/13 22:13:02,unknown,46,691
2025/10/13 22:13:12,standing,44,680
2025/10/13 22:13:22,unknown,49,688
2025/10/13 22:13:32,standing,49,689
2025/10/13 22:13:42,unknown,54,688
2025/10/13 22:13:52,standing,40,685
2025/10/13 22:14:02,standing,57,686
2025/10/13 22:14:12,standing,55,682
2025/10/13 22:14:22,standing,52,688
2025/10/13 22:14:32,standing,53,688
2025/10/13 22:14:42,standing,48,690
2025/10/13 22:14:52,standing,50,686
2025/10/13 22:15:02,unknown,52,688
2025/10/13 22:15:12,standing,43,686
2025/10/13 22:15:22,unknown,40,685
2025/10/13 22:15:32,standing,42,687
2025/10/13 22:15:42,unknown,53,662
2025/10/13 22:15:52,standing,50,690
2025/10/13 22:16:02,standing,50,689
2025/10/13 22:16:12,standing,48,684
2025/10/13 22:16:22,standing,54,686
2025/10/13 22:16:32,standing,58,683
2025/10/13 22:16:42,standing,57,690
2025/10/13 22:16:52,standing,49,690
2025/10/13 22:17:02,unknown,60,687
2025/10/13 22:17:12,standing,51,682
2025/10/13 22:17:22,unknown,46,688
2025/10/13 22:17:32,standing,49,681
2025/10/13 22:17:42,unknown,54,684
2025/10/13 22:17:52,standing,57,687
2025/10/13 22:18:02,standing,45,686
2025/10/13 22:18:12,sitting,60,685
2025/10/13 22:18:22,sitting,56,686
2025/10/13 22:18:32,sitting,42,685
2025/10/13 22:18:42,sitting,46,689
2025/10/13 22:18:52,sitting,60,683
2025/10/13 22:19:02,sitting,45,684
2025/10/13 22:19:12,sitting,53,684
2025/10/13 22:19:22,sitting,55,685
2025/10/13 22:19:32,sitting,50,688
2025/10/13 22:19:42,sitting,46,688
2025/10/13 22:19:52,sitting,45,645
2025/10/13 22:20:02,sitting,42,682
2025/10/13 22:20:12,sitting,40,687
2025/10/13 22:20:22,sitting,43,634
2025/10/13 22:20:32,sitting,59,687
2025/10/13 22:20:42,sitting,49,683
2025/10/13 22:20:52,sitting,58,680
2025/10/13 22:21:02,sitting,52,682
2025/10/13 22:21:12,sitting,42,685
2025/10/13 22:21:22,sitting,48,684
2025/10/13 22:21:32,sitting,60,684
2025/10/13 22:21:42,sitting,55,685
2025/10/13 22:21:52,sitting,41,686
2025/10/13 22:22:02,sitting,52,686
2025/10/13 22:22:12,sitting,57,687
2025/10/13 22:22:22,unknown,60,683
2025/10/13 22:22:32,sitting,52,675
2025/10/13 22:22:42,sitting,50,683
2025/10/13 22:22:52,sitting,44,686
2025/10/13 22:23:02,unknown,44,685
2025/10/13 22:23:12,sitting,57,682
2025/10/13 22:23:22,sitting,49,685
2025/10/13 22:23:32,sitting,55,689
2025/10/13 22:23:42,sitting,42,687
2025/10/13 22:23:52,sitting,54,683
2025/10/13 22:24:02,sitting,40,686
2025/10/13 22:24:12,sitting,45,643
2025/10/13 22:24:22,sitting,58,687
2025/10/13 22:24:32,sitting,55,686
2025/10/13 22:24:42,sitting,40,685
2025/10/13 22:24:52,sitting,55,683
2025/10/13 22:25:02,sitting,49,687
2025/10/13 22:25:12,sitting,58,684
2025/10/13 22:25:22,sitting,52,686
2025/10/13 22:25:32,sitting,45,684
2025/10/13 22:25:42,sitting,57,685
2025/10/13 22:25:52,sitting,43,687
2025/10/13 22:26:02,sitting,47,688
2025/10/13 22:26:12,sitting,41,683
2025/10/13 22:26:22,unknown,47,686
2025/10/13 22:26:32,sitting,47,678
2025/10/13 22:26:42,sitting,57,689
2025/10/13 22:26:52,sitting,59,687
2025/10/13 22:27:02,sitting,51,686
2025/10/13 22:27:12,sitting,43,684
2025/10/13 22:27:22,unknown,57,687
2025/10/13 22:27:32,sitting,40,685
2025/10/13 22:27:42,sitting,49,684
2025/10/13 22:27:52,standing,51,685
2025/10/13 22:28:02,sitting,59,687
2025/10/13 22:28:12,standing,40,683
2025/10/13 22:28:22,standing,50,686
2025/10/13 22:28:32,standing,52,688
2025/10/13 22:28:42,standing,40,682
2025/10/13 22:28:52,standing,46,687
2025/10/13 22:29:02,standing,40,656
2025/10/13 22:29:12,sitting,44,683
2025/10/13 22:29:22,sitting,59,688
2025/10/13 22:29:32,sitting,44,689
2025/10/13 22:29:42,sitting,54,685
2025/10/13 22:29:52,sitting,55,684
2025/10/13 22:30:02,sitting,43,683
2025/10/13 22:30:12,sitting,54,685
2025/10/13 22:30:22,lying,47,687
2025/10/13 22:30:32,lying,54,675
2025/10/13 22:30:42,lying,46,682
2025/10/13 22:30:52,lying,56,686
2025/10/13 22:31:02,lying,60,683
2025/10/13 22:31:12,standing,52,687
2025/10/13 22:31:22,standing,50,682
2025/10/13 22:31:32,standing,44,679
2025/10/13 22:31:42,standing,40,665
2025/10/13 22:31:52,sitting,40,686
2025/10/13 22:32:02,sitting,54,686
2025/10/13 22:32:12,sitting,48,686
2025/10/13 22:32:22,sitting,45,682
2025/10/13 22:32:32,sitting,41,684
2025/10/13 22:32:42,sitting,43,683
2025/10/13 22:32:52,sitting,51,681
2025/10/13 22:33:02,standing,44,686
2025/10/13 22:33:12,standing,56,679
2025/10/13 22:33:22,standing,57,665
2025/10/13 22:33:32,standing,43,686
2025/10/13 22:33:42,standing,44,690
2025/10/13 22:33:52,standing,47,681
2025/10/13 22:34:02,standing,57,682
2025/10/13 22:34:12,standing,40,689
2025/10/13 22:34:22,standing,60,685
2025/10/13 22:34:32,standing,47,684
2025/10/13 22:34:42,standing,44,688
2025/10/13 22:34:52,standing,46,684
2025/10/13 22:35:02,standing,45,690
2025/10/13 22:35:12,unknown,46,689
2025/10/13 22:35:22,unknown,51,686
2025/10/13 22:35:32,unknown,54,687
2025/10/13 22:35:42,unknown,58,685
2025/10/13 22:35:52,unknown,52,682
2025/10/13 22:36:02,unknown,52,684
2025/10/13 22:36:12,standing,48,687
2025/10/13 22:36:22,standing,43,689
2025/10/13 22:36:32,standing,57,683
2025/10/13 22:36:42,standing,50,686
2025/10/13 22:36:52,standing,57,684
2025/10/13 22:37:02,standing,55,680
2025/10/13 22:37:12,standing,59,682
2025/10/13 22:37:22,standing,58,688
2025/10/13 22:37:32,standing,45,685
2025/10/13 22:37:42,standing,57,686
2025/10/13 22:37:52,standing,44,684
2025/10/13 22:38:02,sitting,56,684
2025/10/13 22:38:12,sitting,48,688
2025/10/13 22:38:22,sitting,47,686
2025/10/13 22:38:32,sitting,56,687
2025/10/13 22:38:42,sitting,48,685
2025/10/13 22:38:52,unknown,42,690
2025/10/13 22:39:02,sitting,50,688
2025/10/13 22:39:12,standing,52,689
2025/10/13 22:39:22,standing,59,686
2025/10/13 22:39:32,standing,51,690
2025/10/13 22:39:42,standing,50,685
2025/10/13 22:39:52,standing,54,691
2025/10/13 22:40:02,standing,47,689
2025/10/13 22:40:12,standing,54,683
2025/10/13 22:40:22,standing,51,685
2025/10/13 22:40:32,standing,42,685
2025/10/13 22:40:42,standing,57,685
2025/10/13 22:40:52,standing,58,683
2025/10/13 22:41:02,standing,58,685
2025/10/13 22:41:12,unknown,47,684
2025/10/13 22:41:22,unknown,52,689
2025/10/13 22:41:32,standing,60,686
2025/10/13 22:41:42,standing,49,686
2025/10/13 22:41:52,standing,53,690
2025/10/13 22:42:02,standing,56,687
2025/10/13 22:42:12,standing,45,688
2025/10/13 22:42:22,standing,40,686
2025/10/13 22:42:32,unknown,48,690
2025/10/13 22:42:42,standing,56,685
2025/10/13 22:42:52,standing,53,686
2025/10/13 22:43:02,standing,43,685
2025/10/13 22:43:12,standing,51,684
2025/10/13 22:43:22,standing,55,685
2025/10/13 22:43:32,standing,43,687
2025/10/13 22:43:42,sitting,42,683
2025/10/13 22:43:52,sitting,56,686
2025/10/13 22:44:02,sitting,55,688
2025/10/13 22:44:12,sitting,44,682
2025/10/13 22:44:22,sitting,41,687
2025/10/13 22:44:32,sitting,41,656
2025/10/13 22:44:42,sitting,43,683
2025/10/13 22:44:52,sitting,45,688
2025/10/13 22:45:02,unknown,56,689
2025/10/13 22:45:12,sitting,48,685
2025/10/13 22:45:22,sitting,55,684
2025/10/13 22:45:32,sitting,59,683
2025/10/13 22:45:42,sitting,52,685
2025/10/13 22:45:52,sitting,57,687
2025/10/13 22:46:02,sitting,49,675
2025/10/13 22:46:12,sitting,41,682
2025/10/13 22:46:22,sitting,45,687
2025/10/13 22:46:32,sitting,59,685
2025/10/13 22:46:42,unknown,56,684
2025/10/13 22:46:52,sitting,54,685
2025/10/13 22:47:02,sitting,58,687
2025/10/13 22:47:12,sitting,50,683
2025/10/13 22:47:22,sitting,53,686
2025/10/13 22:47:32,sitting,50,688
2025/10/13 22:47:42,sitting,60,682
2025/10/13 22:47:52,sitting,60,687
2025/10/13 22:48:02,sitting,54,692
2025/10/13 22:48:12,sitting,54,687
2025/10/13 22:48:22,sitting,60,682
2025/10/13 22:48:32,sitting,45,683
2025/10/13 22:48:42,sitting,49,684
2025/10/13 22:48:52,sitting,56,683
2025/10/13 22:49:02,sitting,51,683
2025/10/13 22:49:12,standing,46,683
2025/10/13 22:49:22,sitting,59,684
2025/10/13 22:49:32,sitting,46,681
2025/10/13 22:49:42,sitting,46,683
2025/10/13 22:49:52,sitting,58,687
2025/10/13 22:50:02,sitting,58,680
2025/10/13 22:50:12,unknown,57,682
2025/10/13 22:50:22,sitting,55,683
2025/10/13 22:50:32,sitting,50,684
2025/10/13 22:50:42,sitting,45,684
2025/10/13 22:50:52,sitting,45,685
2025/10/13 22:51:02,sitting,45,686
2025/10/13 22:51:12,sitting,56,686
2025/10/13 22:51:22,sitting,52,687
2025/10/13 22:51:32,sitting,50,683
2025/10/13 22:51:42,sitting,43,675
2025/10/13 22:51:52,sitting,55,683
2025/10/13 22:52:02,sitting,51,686
2025/10/13 22:52:12,standing,59,685
2025/10/13 22:52:22,standing,50,682
